source,design_id,family,lambda980_nm,q980,lambda451_nm,q451,min_feature_nm,min_gap_nm,dual_score
fine_scan_2d.csv,fine_primitive_P550_f0p74,primitive_1d_grating_fine,975.2760028970449,248.04351755900836,450.19970728266765,2034.1753013533983,143.0,143.0,56.25303824495831
fine_scan_2d.csv,fine_primitive_P552_f0p80,primitive_1d_grating_fine,978.8171379824253,246.26038891871005,450.82966562831865,55.38425538148518,110.39999999999998,110.39999999999998,56.322751195005864
coarse_scan_2d.csv,primitive_P700_f0p68,primitive_1d_grating,979.4088120668664,79.26051867225696,449.3963249405538,166.46716763037136,223.99999999999994,223.99999999999994,56.60733819480167
coarse_scan_2d.csv,dimer_P600_dP120,dimerized_pitch_grating,981.9022076749973,153.8771502355034,451.22399952041053,86.69774993442078,228.0,228.0,56.96616462204658
wide_shallow_groove_scan_2d.csv,groove_P554_f0p76_gw160_gd150,wide_shallow_groove_1d,979.9943146162174,66.42711678676926,450.17844993180375,51.50020928169717,130.52,132.95999999999998,57.22926704155949
fine_scan_2d.csv,fine_primitive_P550_f0p75,primitive_1d_grating_fine,975.2760028970451,248.04351755901135,453.1453583845173,2289.6545336478293,137.5,137.5,57.39257757838629
wide_shallow_groove_scan_2d.csv,groove_P554_f0p76_gw180_gd150,wide_shallow_groove_1d,979.9943146162127,66.42711678677264,450.00089871994976,51.83255166095147,120.52000000000001,132.95999999999998,57.395643872111464
wide_shallow_groove_scan_2d.csv,groove_P554_f0p76_gw140_gd150,wide_shallow_groove_1d,979.9943146162216,66.427116786764,450.002723077198,49.70536300793332,132.95999999999998,132.95999999999998,57.466616872187544
wide_shallow_groove_scan_2d.csv,groove_P554_f0p76_gw120_gd150,wide_shallow_groove_1d,979.9943146162257,66.4271167867574,449.6902850524905,46.94253667516875,120.0,132.95999999999998,57.87840167941645
fine_scan_2d.csv,fine_primitive_P548_f0p72,primitive_1d_grating_fine,958.8871569924008,6651124253.638759,443.1816779254228,1041.1433570447432,153.44,153.44,57.973965959871805
