x_nm,y_nm,abs_ez,abs_ez_squared
46.177500000000066,693.3333333333334,1.319537751238663e-06,1.7411798769439877e-12
57.72187500000005,693.3333333333334,1.3193417186058854e-06,1.7406625704539311e-12
69.26625000000008,559.9999999999999,6.194446760424428e-08,3.8371170667732694e-15
80.81062500000006,560.0,6.2089739028188e-08,3.855135692588492e-15
92.35500000000003,560.0,6.219885218942205e-08,3.8686972136815725e-15
69.26625000000006,586.6666666666665,1.3129579074470562e-07,1.7238584667277526e-14
80.81062500000006,586.6666666666666,1.3135745190543947e-07,1.725478017108984e-14
92.35500000000003,586.6666666666666,1.3141997182616647e-07,1.727120899479039e-14
69.26625000000003,613.3333333333331,2.067022811331255e-07,4.272583302563765e-14
80.81062500000003,613.3333333333333,2.0670414803227336e-07,4.272660481374798e-14
92.35500000000002,613.3333333333334,2.066788555284714e-07,4.2716149322558755e-14
103.89937499999999,480.0,9.588418260643849e-09,9.193776474104841e-17
115.44375000000002,480.0,9.61653006062641e-09,9.247765040693138e-17
126.98812500000001,480.0,9.65109301731586e-09,9.314359642888294e-17
103.899375,506.6666666666667,2.073677874982683e-08,4.3001399291926954e-16
115.44375000000002,506.6666666666667,2.0795910199242998e-08,4.3246988101497894e-16
126.98812500000001,506.6666666666667,2.082598170797783e-08,4.3372151410102713e-16
103.899375,533.3333333333334,3.285235284385119e-08,1.0792770873768973e-15
115.44375000000004,533.3333333333334,3.290162605822904e-08,1.0825169972755362e-15
126.98812500000001,533.3333333333334,3.2912282710702856e-08,1.0832183532292301e-15
138.53249999999997,400.0,1.082607682366393e-09,1.1720393939187329e-18
150.07687499999997,400.00000000000006,1.1332053521917e-09,1.284154370235915e-18
161.62124999999995,400.0,1.2081143885293314e-09,1.4595403757716003e-18
138.5325,426.6666666666667,2.7848690588488058e-09,7.755495674933434e-18
150.076875,426.6666666666667,2.857515908139243e-09,8.165397165268844e-18
161.62124999999997,426.6666666666667,2.9499524934583613e-09,8.702219713661203e-18
138.5325,453.3333333333333,4.858076108386339e-09,2.3600903474874157e-17
150.076875,453.3333333333333,4.915925881440024e-09,2.4166327271811875e-17
161.62124999999997,453.3333333333333,4.981089147253033e-09,2.4811249092881945e-17
173.16562499999995,320.0,2.902433160703202e-10,8.424118252349581e-20
184.7099999999999,320.00000000000006,2.0332822499339893e-10,4.134236707896626e-20
196.25437499999984,320.00000000000006,1.3426809479649181e-10,1.8027921280279712e-20
173.16562499999995,346.6666666666667,4.2705226511345185e-10,1.8237363713852997e-19
184.70999999999995,346.6666666666667,4.02990975392901e-10,1.6240172624812173e-19
196.25437499999987,346.6666666666667,4.1161216465318635e-10,1.694245740904818e-19
173.16562499999995,373.33333333333337,6.058234525030265e-10,3.6702205560268675e-19
184.70999999999992,373.33333333333337,6.774066015143852e-10,4.588797037752691e-19
196.2543749999999,373.33333333333337,7.630633407437834e-10,5.822656619870633e-19
207.7987499999998,240.0,1.2183819492423707e-10,1.4844545742396387e-20
219.34312499999987,240.0,1.670475541731058e-10,2.790488535521672e-20
230.88749999999993,240.0,2.0826877778136642e-10,4.337588379854419e-20
207.7987499999998,266.6666666666667,9.560837238856423e-11,9.140960870790371e-21
219.3431249999999,266.6666666666667,1.3648431691030587e-10,1.8627968762472803e-20
230.88749999999996,266.6666666666667,1.8066837251244064e-10,3.264106082629402e-20
207.79874999999979,293.33333333333337,2.8783985438799304e-11,8.285178177410103e-22
219.3431249999999,293.33333333333337,1.0166886098722677e-10,1.0336557294440042e-20
230.8875,293.33333333333337,1.6344206051376868e-10,2.6713307144986423e-20
242.43187499999993,159.99999999999997,1.7876555611698884e-10,3.1957124053816283e-20
253.9762499999999,159.99999999999997,1.9037547665942409e-10,3.624282211330292e-20
265.52062499999994,159.99999999999997,1.901579288671535e-10,3.6160037911045414e-20
277.06499999999994,159.99999999999997,1.7808146302546366e-10,3.171300747328958e-20
242.431875,186.66666666666666,2.0932804796846645e-10,4.381823166628859e-20
253.97624999999996,186.66666666666666,2.2233628754192465e-10,4.94334247579254e-20
265.52062499999994,186.66666666666666,2.2160211685115093e-10,4.9107498192911155e-20
277.06499999999994,186.66666666666666,2.0699667730314396e-10,4.284762441454191e-20
